opaque_id_sha256,row_count,key_root_sha256,type_root_sha256,key_value_root_sha256
be2cb45763feb3d35e27449ca1f4c58d68965c17446ca466f6445dee44d68e55,4,e8c657f6d30e7a97f773f6408a0637a0cdec7493321a5026ff9eca41439c5176,0ef97eabd179b628427f74a227b015df997c4c7654353fc420995d53a284c273,a1dee46f92f615a733152df9d625cd88e2004b81e3aed2c2a9e51f7d91524891
bf48d9e03a269859599033d4425a7fa987498553eb9e37fe375a9380daaa3284,1,1ef924e55db83d62c688b28406e752bce4016299700d7b3fdb42a2940ffb10e6,14d1630576183c7e6b11c36b0b64c05ec873c373d9f84161d09b26a73edb3108,4c1a8db960784bdef5115c83879262516e9c8c0dcfc9e7dac4701558ddda4149
c168afe839a6c9b7fbbdf5b8c48646d208f891e17f2e91633a5bfacde258bafc,1,5b12646495eec5cd536f37c77600ab8305d8d49f62d0659eefe19ffb737ede43,bf8af479a6b728400f629e4e2e750ffb2b2fc37702fb734787a6ea889d448ec1,ff81093e36d03a093f40b746e9374af814d02044cc2a88f6c974146683914bbc
d08864176b04074017e9c680e0493fa612f7000a9b1817612e326dd42fd7e372,1,f586615f952a8cdbe6ad5a4adaea5b3a0d1140d097aea43e1113527c6256ee09,35d5fa6dfacf8624f03c465947203b657d498eff8ba9e5db1cf47c9e2395aa7a,2718f3c01fe1e345a88f81b2879639922075c4571462f45fd95d7f826b5f0aef
d5aede23f0e17d6651471a86e8aebfd7c776e26fcbe10a6d1d55b5b1810dd263,1,96a8153ff0d25513a00d4e03d50f503325905e5274b5886150d1e41fea6905ec,935ac61d317f13fbba97c675d92038572abd8f8df051238de2df8fa98577f552,8eb08b082f3c23a54c1928ac729bf47c708ea3e0295b55a59b2dadb5c8a53057
e25544aa286912837bde6c28a9c8ef79a67f2f7486f32e6ad239201cc33dffee,1,e191db9b69633b83dc8c71f0d31ecace8268e349dc25454bdf8eba6e9cef1389,e7706292857e75ad2616ecf402f9e652d71d93f437e24a4b88565a8f24c6eb91,9b55e3dd33565fc823d09449500c1cfedffcaa65c3b294f9ea683406f8f19b4d
e6b3cefa543417b667746d0ba315a806eb9a7398e66ed4ec6ce2f8065001d96b,1,68f9f20b4deab6e02c2949dff7f79a280a7fa5f418043172a53640c35e367a39,353e63eadb16303bab161a7eb6b6ce3b11f0cff8bd26df9757adbea833ca0720,2f06fc2ce74ee0c93386b0bdd7c059aa091639117048474bb3229a906a9080e2
f26a7ec13d777b58413d8db40c8bdda1954751c44c198596646377c32f1c3444,1,2d3ef106b84fd4d721811017979ff04933793fc6deadbd28ae0c0c3c4cb7558b,f92f42c1f093849fbdc568153c39d5f037f740aee9e47807b8d22f68a5ac03a4,241e5d5f429b271b333c7c5b9f30400bcf758088b6956f80d92c63919000b33a
f9bfaf409bf2b61f9ac36036dbba0092480b12d2544df7f087c2437098de0eb0,4,6595991e7bcfdef050f0cb7590cc7f97717b622ee2e8eba9617354144c4aa897,fc7d898b2ca7cf53bda7894c2b389409f81829b736c1e40e0029e605902c2419,72ee27aacc4825e37d35c62fadf23002053155598298974f3314772fc5374417
fd06840d11d22fa05ad00a370abcdef60c94450acbbe9d2cc6560fe0d6f4c225,2,b0dfe64605d18a926b66095d73c0aa037e5eb69b55533a64dfa10ed4908d63e0,6fd12a5ca0e361970c19d86d6143ab1cdc7d72e9e80a5c494107ac208e8be9ea,79385deaebc93a6091d57e532771c181db58d59b51023326e7e067a2d3a7127f
