"methods","uri","name","handler","controller","middleware","domain","handler_exists","source_file","source_line"
"POST","basket/add/portrait","add_item_to_basket_portrait","App\Http\Controllers\BasketController@addToBasketPortrait","App\Http\Controllers\BasketController@addToBasketPortrait","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","2194"
"POST","basket/add/inter","add_item_to_basket_inter","App\Http\Controllers\BasketController@addToBasketInterier","App\Http\Controllers\BasketController@addToBasketInterier","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","1837"
"POST","basket/add/module","add_item_to_basket_module","App\Http\Controllers\BasketController@addToBasketModule","App\Http\Controllers\BasketController@addToBasketModule","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","1938"
"POST","basket/add/construct","add_item_to_basket_construct","App\Http\Controllers\BasketController@addToBasketConstruct","App\Http\Controllers\BasketController@addToBasketConstruct","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","2021"
"POST","basket/add/future_art","add_future_art","App\Http\Controllers\BasketController@addToBasketArt","App\Http\Controllers\BasketController@addToBasketArt","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","1750"
"POST","basket/add/recommended","basket.add_recommended","App\Http\Controllers\BasketController@addRecommendedToBasket","App\Http\Controllers\BasketController@addRecommendedToBasket","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","2456"
"POST","basket/add-canvas-recommendation","basket.add_canvas_recommendation","App\Http\Controllers\BasketController@addCanvasRecommendation","App\Http\Controllers\BasketController@addCanvasRecommendation","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","2547"
"POST","basket/remove","remove_item_from_basket","App\Http\Controllers\BasketController@removeFromBasket","App\Http\Controllers\BasketController@removeFromBasket","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","1433"
"POST","basket/submitbonuses","submit_bonuses","App\Http\Controllers\BasketController@submitBonuses","App\Http\Controllers\BasketController@submitBonuses","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","102"
"GET","basket/submitbonuses","submit_bonuses","App\Http\Controllers\BasketController@submitBonuses","App\Http\Controllers\BasketController@submitBonuses","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","102"
"GET|POST|PUT|PATCH|DELETE|OPTIONS","basket/send_gift_card","send_gift_card","App\Http\Controllers\BasketController@send_gift_card","App\Http\Controllers\BasketController@send_gift_card","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","2384"
"POST","basket/update_prices","update_prices","App\Http\Controllers\BasketController@update_prices","App\Http\Controllers\BasketController@update_prices","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BasketController.php","1243"
"GET","gift-card","gift_card","App\Http\Controllers\PageController@render_gift","App\Http\Controllers\PageController@render_gift","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","102"
"GET","new/gift-card","gift_card_new","App\Http\Controllers\PageController@render_gift_new","App\Http\Controllers\PageController@render_gift_new","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","110"
"GET","giftcard/preview","previewGiftCard","App\Http\Controllers\GiftcardController@previewGiftCard","App\Http\Controllers\GiftcardController@previewGiftCard","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GiftcardController.php","13"
"GET|POST|PUT|PATCH|DELETE|OPTIONS","giftcard/pdf/{price}/{locale}","generateGiftCardPDF","App\Http\Controllers\GiftcardController@generateGiftCardPDF","App\Http\Controllers\GiftcardController@generateGiftCardPDF","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/GiftcardController.php","28"
"GET","about","about","App\Http\Controllers\PageController@hb_render_about","App\Http\Controllers\PageController@hb_render_about","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","146"
"GET","graphic-portrait","graphic_portrait.index","App\Http\Controllers\StaticPagesController@render_graphic_portrait","App\Http\Controllers\StaticPagesController@render_graphic_portrait","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","176"
"GET","thanks","thanks","App\Http\Controllers\StaticPagesController@thanks","App\Http\Controllers\StaticPagesController@thanks","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","719"
"GET","why_are_you_leaving_questions","why_are_you_leaving_questions","App\Http\Controllers\StaticPagesController@why_are_you_leaving_questions","App\Http\Controllers\StaticPagesController@why_are_you_leaving_questions","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","704"
"GET","graphic-portrait/{slug}","graphic_portrait.page","App\Http\Controllers\StaticPagesController@render_graphic_portrait_page","App\Http\Controllers\StaticPagesController@render_graphic_portrait_page","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","186"
"GET","graphic-portrait/{slug}/buy","graphic_portrait.buy","App\Http\Controllers\StaticPagesController@buy_portrait_page","App\Http\Controllers\StaticPagesController@buy_portrait_page","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","108"
"GET","stylization-paintings/{slug}","stylization_paintings.page","App\Http\Controllers\StaticPagesController@render_styl_painting_page","App\Http\Controllers\StaticPagesController@render_styl_painting_page","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","263"
"GET","stylization-paintings/{slug}/buy","styl_portrait.buy","App\Http\Controllers\StaticPagesController@buy_portrait_page","App\Http\Controllers\StaticPagesController@buy_portrait_page","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","108"
"GET","new/graphic-portrait/portrait-oil","graphic_portrait.oil","App\Http\Controllers\Pages\PagePortraitOilController@index","App\Http\Controllers\Pages\PagePortraitOilController@index","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/Pages/PagePortraitOilController.php","45"
"GET","new/graphic-portrait/portrait-historical","graphic_portrait.new_page--royal","App\Http\Controllers\Pages\PagePortraitRoyalController@index","App\Http\Controllers\Pages\PagePortraitRoyalController@index","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/Pages/PagePortraitRoyalController.php","44"
"GET","new/graphic-portrait/{slug}","graphic_portrait.new_page","App\Http\Controllers\PortraitPageController@hbindex","App\Http\Controllers\PortraitPageController@hbindex","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PortraitPageController.php","95"
"GET","oil-portrait/buy","oil_portrait.buy","App\Http\Controllers\StaticPagesController@buy_oil_portrait_page","App\Http\Controllers\StaticPagesController@buy_oil_portrait_page","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","149"
"GET","stylization-paintings","stylization_paintings.index","App\Http\Controllers\StaticPagesController@render_stylization_paintings","App\Http\Controllers\StaticPagesController@render_stylization_paintings","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","346"
"GET","stocks","new_stocks","App\Http\Controllers\StaticPagesController@hb_render_stocks","App\Http\Controllers\StaticPagesController@hb_render_stocks","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","570"
"GET","new/stocks","stocks.index","App\Http\Controllers\StaticPagesController@render_stocks","App\Http\Controllers\StaticPagesController@render_stocks","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","414"
"GET","collage-constructor","collage_constructor.index","App\Http\Controllers\StaticPagesController@render_collage_constructor","App\Http\Controllers\StaticPagesController@render_collage_constructor","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","688"
"GET","collage-js","collage_js.index","App\Http\Controllers\PortraitPageController@collage_js","App\Http\Controllers\PortraitPageController@collage_js","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PortraitPageController.php","815"
"GET","blog","blog","App\Http\Controllers\BlogController@blog","App\Http\Controllers\BlogController@blog","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BlogController.php","51"
"GET","blog/category/all","blog_category_all","App\Http\Controllers\BlogController@blog_category_all","App\Http\Controllers\BlogController@blog_category_all","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BlogController.php","146"
"GET","blog/category/{slug}","blog_category","App\Http\Controllers\BlogController@blog_category","App\Http\Controllers\BlogController@blog_category","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BlogController.php","107"
"GET","blog_article/{slug}","blog_article","App\Http\Controllers\BlogController@blog_article","App\Http\Controllers\BlogController@blog_article","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BlogController.php","175"
"GET","blog/{slug}","blog_inner","App\Http\Controllers\BlogController@blog_article","App\Http\Controllers\BlogController@blog_article","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BlogController.php","175"
"GET","family-constructor","family_constructor","App\Http\Controllers\StaticPagesController@render_family","App\Http\Controllers\StaticPagesController@render_family","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","672"
"GET","sitemap","sitemap","App\Http\Controllers\PageController@generate_sitemap_html","App\Http\Controllers\PageController@generate_sitemap_html","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PageController.php","369"
"GET","sitemap.xml","sitemap.main","App\Http\Controllers\SitemapController@sitemap","App\Http\Controllers\SitemapController@sitemap","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/SitemapController.php","46"
"GET","sitemap/sitemap.xml","sitemap.lang","App\Http\Controllers\SitemapController@sitemap_products","App\Http\Controllers\SitemapController@sitemap_products","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/SitemapController.php","70"
"GET","sitemap/sitemap-images.xml","sitemap.images","App\Http\Controllers\SitemapController@sitemap_products","App\Http\Controllers\SitemapController@sitemap_products","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/SitemapController.php","70"
"GET","new/canvas","canvas","App\Http\Controllers\PortraitPageController@hbcanvas","App\Http\Controllers\PortraitPageController@hbcanvas","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PortraitPageController.php","245"
"GET","kanvas/apdruka","ads.canvas","App\Http\Controllers\PortraitPageController@ads_canvas","App\Http\Controllers\PortraitPageController@ads_canvas","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PortraitPageController.php","587"
"GET","collage","collage","App\Http\Controllers\PortraitPageController@hbcollage","App\Http\Controllers\PortraitPageController@hbcollage","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/PortraitPageController.php","657"
"GET","{slug}","page","App\Http\Controllers\StaticPagesController@render_slug_page","App\Http\Controllers\StaticPagesController@render_slug_page","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","760"
"POST","orders/make","make_order","App\Http\Controllers\OrdersController@makeOrder","App\Http\Controllers\OrdersController@makeOrder","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","2082"
"POST","orders/delete","delete_order","App\Http\Controllers\OrdersController@deleteOrder","App\Http\Controllers\OrdersController@deleteOrder","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1016"
"POST","orders/approve","approve_order","App\Http\Controllers\OrdersController@approveOrder","App\Http\Controllers\OrdersController@approveOrder","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1029"
"POST","orders/change","change_order","App\Http\Controllers\OrdersController@changeOrder","App\Http\Controllers\OrdersController@changeOrder","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1742"
"POST","orders/add_client_images","add_client_images","App\Http\Controllers\OrdersController@add_client_images","App\Http\Controllers\OrdersController@add_client_images","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1250"
"GET","orders/remove_painter_sketch_image","remove_painter_sketch_image","App\Http\Controllers\OrdersController@remove_painter_sketch_image","App\Http\Controllers\OrdersController@remove_painter_sketch_image","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1354"
"POST","orders/changePainterSketchImagesStatus","changePainterSketchImagesStatus","App\Http\Controllers\OrdersController@changePainterSketchImagesStatus","App\Http\Controllers\OrdersController@changePainterSketchImagesStatus","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1826"
"POST","orders/changePainterImagesStatus","changePainterImagesStatus","App\Http\Controllers\OrdersController@changePainterImagesStatus","App\Http\Controllers\OrdersController@changePainterImagesStatus","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1844"
"POST","orders/change/payment","change_order_payment","App\Http\Controllers\OrdersController@changeOrderPayment","App\Http\Controllers\OrdersController@changeOrderPayment","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1604"
"POST","orders/change/vrv","change_order_vrv","App\Http\Controllers\OrdersController@changeOrderVrv","App\Http\Controllers\OrdersController@changeOrderVrv","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1106"
"POST","orders/update/vrv","update_vr_num","App\Http\Controllers\OrdersController@update_vr_num","App\Http\Controllers\OrdersController@update_vr_num","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1530"
"POST","orders/remove/vrv","rem_vr_num","App\Http\Controllers\OrdersController@rem_vr_num","App\Http\Controllers\OrdersController@rem_vr_num","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1187"
"POST","orders/update/painter_time","update_painter_time","App\Http\Controllers\OrdersController@update_painter_time","App\Http\Controllers\OrdersController@update_painter_time","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1462"
"POST","orders/update/update_when_send_time","update_when_send_time","App\Http\Controllers\OrdersController@update_when_send_time","App\Http\Controllers\OrdersController@update_when_send_time","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1478"
"POST","orders/update/update_prepayment_price","update_prepayment_price","App\Http\Controllers\OrdersController@update_prepayment_price","App\Http\Controllers\OrdersController@update_prepayment_price","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1514"
"POST","orders/update/painter_payed","update_painter_payed","App\Http\Controllers\OrdersController@update_painter_payed","App\Http\Controllers\OrdersController@update_painter_payed","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1202"
"POST","orders/update/show_painter_images","show_painter_images","App\Http\Controllers\OrdersController@show_painter_images","App\Http\Controllers\OrdersController@show_painter_images","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1422"
"POST","orders/update/painter","update_order_painter","App\Http\Controllers\OrdersController@update_order_painter","App\Http\Controllers\OrdersController@update_order_painter","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1042"
"POST","orders/update/printing","update_printing_order","App\Http\Controllers\OrdersController@update_printing_order","App\Http\Controllers\OrdersController@update_printing_order","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1074"
"POST","orders/update/firm","update_order_firm","App\Http\Controllers\OrdersController@update_order_firm","App\Http\Controllers\OrdersController@update_order_firm","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1565"
"POST","orders/change_client_status","change_client_status","App\Http\Controllers\OrdersController@change_client_status","App\Http\Controllers\OrdersController@change_client_status","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/OrdersController.php","1809"
"POST","stocks/create_coupon","create_stock_coupon","App\Http\Controllers\StaticPagesController@create_stock_coupon","App\Http\Controllers\StaticPagesController@create_stock_coupon","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","499"
"POST","send_frend_email","send_frend_email","App\Http\Controllers\StaticPagesController@send_frend_email","App\Http\Controllers\StaticPagesController@send_frend_email","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/StaticPagesController.php","552"
"POST","load_ajax_posts","load_ajax_posts","App\Http\Controllers\BlogController@load_ajax_posts","App\Http\Controllers\BlogController@load_ajax_posts","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","","yes","app/Http/Controllers/BlogController.php","330"
